"";"RSAL";"RGALLER";"REARING_NUMBER";"LEG";"N_GALLS";"N_CLEAN GALLS";"N_REAL GALLS";"PARASITISED_GALLS";"UNPARASITISED_GALLS";"TOTAL_PARASITISM RATE"
"1860";"Sal12";"Hoblit";"2006SZ42Hoblit";"10.08.06";9;3;6;1;5;0,166666667
"1861";"Sal18";"Hanoma";"2006SZ43Hanoma";"16.08.06";81;11;70;2;68;0,028571429
"1862";"Sal18";"Hanoma";"2006SZ44Hanoma";"15.08.06";99;22;77;10;67;0,12987013
"1863";"Sal25";"Halien";"2006SZ45Halien";"09.08.06";99;11;88;10;78;0,113636364
"1864";"Sal9";"Hleuca";"2006SZ46Hleuca";"09.08.06";33;2;31;2;29;0,064516129
"1865";"Sal3";"Hischn";"2006SZ47Hischn";"13.08.06";26;13;13;2;11;0,153846154
"1866";"Sal12";"Hoblit";"2006SZ48Hoblit";"14.08.06";2;1;1;0;1;0
"1867";"Sal9";"Hpruss";"2006SZ49Hpruss";"12.08.06";62;23;39;15;24;0,384615385
"1868";"Sal31";"Hangli";"2006SZ50Hangli";"10.08.06";56;2;54;4;50;0,074074074
"1869";"Sal18";"Hanoma";"2006SZ51Hanoma";"13.08.06";90;22;68;7;61;0,102941176
"1870";"Sal9";"Hleuca";"2006SZ52Hleuca";"14.08.06";28;1;27;1;26;0,037037037
"1871";"Sal9";"Hleuca";"2006SZ53Hleuca";"13.08.06";25;6;19;5;14;0,263157895
"1872";"Sal18";"Hanoma";"2006SZ54Hanoma";"11.08.06";84;16;68;10;58;0,147058824
"1873";"Sal13";"Eweiff";"200733A-FEweiff";"28.11.07";12;0;12;2;10;0,166666667
"1874";"Sal13";"Eweiff";"200733H-OEweiff";"26.11.07";16;1;15;8;7;0,533333333
"1875";"Sal13";"Eweiff";"200733Q-D1Eweiff";"30.11.07";28;0;28;25;3;0,892857143
"1876";"Sal9";"Hleuca";"2007SZ02Hleuca";"19.06.07";20;8;12;0;12;0
"1877";"Sal9";"Hleuca";"2007SZ03Hleuca";"15.06.07";24;4;20;0;20;0
"1878";"Sal9";"Hleuca";"2007SZ04Hleuca";"24.06.07";49;11;38;3;35;0,078947368
"1879";"Sal25";"Halien";"2007SZ05Halien";"24.06.07";41;8;33;4;29;0,121212121
"1880";"Sal25";"Heryth";"2007SZ06Heryth";"24.06.07";82;29;53;2;51;0,037735849
"1881";"Sal9";"Hpruss";"2007SZ07Hpruss";"19.06.07";67;11;56;0;56;0
"1882";"Sal9";"Hpruss";"2007SZ08aHpruss";"24.06.07";65;7;58;2;56;0,034482759
"1883";"Sal9";"Hspecc";"2007SZ08bHspecc";"24.06.07";17;1;16;0;16;0
"1884";"Sal18";"Hleuco";"2007SZ09Hleuco";"24.06.07";106;28;78;4;74;0,051282051
"1885";"Sal9";"Hpruss";"2007SZ10Hpruss";"15.06.07";99;23;76;4;72;0,052631579
"1886";"Sal18";"Hanoma";"2007SZ11Hanoma";"24.06.07";30;7;23;0;23;0
"1887";"Sal31";"Hangli";"2007SZ12Hangli";"15.06.07";10;0;10;0;10;0
"1888";"Sal18";"Hleuco";"2007SZ13aHleuco";"30.06.07";77;25;52;2;50;0,038461538
"1889";"Sal18";"Hleuco";"2007SZ13bHleuco";"30.06.07";2;0;2;0;2;0
"1890";"Sal18";"Hleuco";"2007SZ14Hleuco";"30.06.07";10;3;7;0;7;0
"1891";"Sal9";"Hpruss";"2007SZ15Hpruss";"30.06.07";25;5;20;0;20;0
"1892";"Sal9";"Hleuca";"2007SZ16Hleuca";"03.07.07";5;1;4;0;4;0
"1893";"Sal9";"Hspecc";"2007SZ17Hspecc";"03.07.07";38;3;35;1;34;0,028571429
"1894";"Sal11";"Hoblit";"2007SZ18Hoblit";"03.07.07";10;2;8;2;6;0,25
"1895";"Sal9";"Hspecc";"2007SZ19aHspecc";"03.07.07";41;7;34;0;34;0
"1896";"Sal9";"Hpruss";"2007SZ20Hpruss";"03.07.07";112;31;81;1;80;0,012345679
"1897";"Sal18";"Hanoma";"2007SZ21Hanoma";"03.07.07";45;1;44;0;44;0
"1898";"Sal9";"Hleuca";"2007SZ22Hleuca";"03.07.07";39;12;27;1;26;0,037037037
"1899";"Sal10";"Hpolit";"2007SZ23aHpolit";"03.07.07";66;8;58;1;57;0,017241379
"1900";"Sal9";"Hpruss";"2007SZ24aHpruss";"03.07.07";79;15;64;1;63;0,015625
"1901";"Sal18";"Hleuco";"2007SZ25aHleuco";"03.07.07";104;9;95;5;90;0,052631579
"1902";"Sal18";"Hleuco";"2007SZ26Hleuco";"04.07.07";19;5;14;0;14;0
"1903";"Sal10";"Hpolit";"2007SZ27Hpolit";"04.07.07";28;6;22;0;22;0
"1904";"Sal9";"Hleuca";"2007SZ28Hleuca";"04.07.07";89;23;66;12;54;0,181818182
"1905";"Sal18";"Hanoma";"2007SZ29Hanoma";"04.07.07";107;12;95;0;95;0
"1906";"Sal18";"Hleuco";"2007SZ30Hleuco";"04.07.07";67;2;65;2;63;0,030769231
"1907";"Sal9";"Hpruss";"2007SZ31Hpruss";"04.07.07";31;7;24;3;21;0,125
"1908";"Sal18";"Hleuco";"2007SZ32Hleuco";"05.07.07";90;12;78;3;75;0,038461538
"1909";"Sal18";"Hanoma";"2007SZ33Hanoma";"05.07.07";28;4;24;0;24;0
"1910";"Sal18";"Hleuco";"2007SZ34Hleuco";"06.07.07";24;3;21;0;21;0
"1911";"Sal18";"Hanoma";"2007SZ35Hanoma";"06.07.07";123;25;98;0;98;0
"1912";"Sal11";"Hoblit";"2007SZ36aHoblit";"30.07.07";42;2;40;0;40;0
"1913";"Sal21";"Hcarin";"2007SZ37Hcarin";"31.07.07";145;29;116;28;88;0,24137931
"1914";"Sal2";"Hspira";"2007SZ38Hspira";"31.07.07";27;10;17;4;13;0,235294118
"1915";"Sal8";"Hplicg";"2007SZ39Hplicg";"31.07.07";73;20;53;26;27;0,490566038
"1916";"Sal5";"Htuber";"2007SZ40Htuber";"31.07.07";4;0;4;0;4;0
"1917";"Sal2";"Hpscho";"2007SZ41Hpscho";"01.08.07";65;8;57;0;57;0
"1918";"Sal2";"Hspira";"2007SZ42Hspira";"01.08.07";28;8;20;2;18;0,1
"1919";"Sal2";"Hpscho";"2007SZ43Hpscho";"01.08.07";1;0;1;0;1;0
"1920";"Sal2";"Hspira";"2007SZ44Hspira";"01.08.07";57;9;48;1;47;0,020833333
"1921";"Sal2";"Hspira";"2007SZ45Hspira";"02.08.07";8;2;6;1;5;0,166666667
"1922";"Sal2";"Hspira";"2007SZ46Hspira";"02.08.07";68;13;55;15;40;0,272727273
"1923";"Sal8";"Hplicg";"2007SZ47Hplicg";"02.08.07";40;2;38;9;29;0,236842105
"1924";"Sal12";"Oproxi";"200801A-YOproxi";"30.06.08";51;0;51;27;24;0,529411765
"1925";"Sal12";"Oproxi";"200802A-WOproxi";"20.07.08";68;1;67;42;25;0,626865672
"1926";"Sal18";"Obridg";"200803A-OObridg";"09.08.08";61;3;58;50;8;0,862068966
"1927";"Sal3";"Ovaria";"200803Q-V1Ovaria";"15.08.08";92;2;90;29;61;0,322222222
"1928";"Sal5";"Ohasta";"200804A1-R1Ohasta";"09.08.08";55;0;55;33;22;0,6
"1929";"Sal16";"Opustu";"200804A-WOpustu";"18.08.08";46;0;46;6;40;0,130434783
"1930";"Sal3";"Emyrsi";"200805A-PEmyrsi";"16.08.08";47;5;42;8;34;0,19047619
"1931";"Sal14";"Olappo";"200805K1-T1Olappo";"17.08.08";20;0;20;0;20;0
"1932";"Sal18";"Evenus";"200805R-I1Evenus";"13.08.08";56;0;56;9;47;0,160714286
"1933";"Sal14";"Elappc";"200806A-WElappc";"15.08.08";91;0;91;27;64;0,296703297
"1934";"Sal13";"Eweiff";"200815A-16KEweiff";"30.11.08";118;0;118;60;58;0,508474576
"1935";"Sal13";"Eweiff";"200816M-VEweiff";"25.11.08";20;0;20;10;10;0,5
"1936";"Sal9";"Hpruss";"2008SZ01Hpruss";"30.06.08";40;6;34;0;34;0
"1937";"Sal9";"Hleuca";"2008SZ02Hleuca";"30.06.08";7;1;6;0;6;0
"1938";"Sal18";"Hanoma";"2008SZ03Hanoma";"30.06.08";52;10;42;0;42;0
"1939";"Sal18";"Hleuco";"2008SZ04Hleuco";"30.06.08";14;2;12;0;12;0
"1940";"Sal9";"Hpruss";"2008SZ05Hpruss";"12.07.08";65;11;54;5;49;0,092592593
"1941";"Sal9";"Hleuca";"2008SZ06aHleuca";"12.07.08";63;19;44;2;42;0,045454545
"1942";"Sal25";"Halien";"2008SZ07Halien";"12.07.08";41;8;33;2;31;0,060606061
"1943";"Sal25";"Heryth";"2008SZ08Heryth";"12.07.08";42;8;34;1;33;0,029411765
"1944";"Sal17";"Hplicg";"2008SZ09Hplicg";"12.08.08";213;29;184;22;162;0,119565217
"1945";"Sal16";"Hnudip";"2008SZ10Hnudip";"08.08.08";5;2;3;1;2;0,333333333
"1946";"Sal16";"Hnudip";"2008SZ11Hnudip";"05.08.08";3;0;3;0;3;0
"1947";"Sal18";"Hanoma";"2008SZ12Hanoma";"09.08.08";3;0;3;0;3;0
"1948";"Sal3";"Hischn";"2008SZ13Hischn";"08.08.08";12;9;3;0;3;0
"1949";"Sal17";"Hsglau";"2008SZ14Hsglau";"09.08.08";2;0;2;0;2;0
"1950";"Sal17";"Hplicg";"2008SZ15Hplicg";"10.08.08";13;4;9;0;9;0
"1951";"Sal14";"Hacuti";"2008SZ16Hacuti";"08.08.08";12;7;5;0;5;0
"1952";"Sal17";"Hplicg";"2008SZ17Hplicg";"08.08.08";10;3;7;4;3;0,571428571
"1953";"Sal17";"Hsglau";"2008SZ18Hsglau";"12.08.08";42;10;32;4;28;0,125
"1954";"Sal17";"Hplicg";"2008SZ19Hplicg";"08.08.08";21;9;12;4;8;0,333333333
"1955";"Sal17";"Hsglau";"2008SZ20Hsglau";"17.08.08";7;0;7;0;7;0
"1956";"Sal17";"Hplicg";"2008SZ21Hplicg";"19.08.08";8;3;5;0;5;0
"1957";"Sal14";"Hacuti";"2008SZ22Hacuti";"12.08.08";17;5;12;0;12;0
"1958";"Sal3";"Hischn";"2008SZ23Hischn";"05.08.08";21;3;18;2;16;0,111111111
"1959";"Sal3";"Hischn";"2008SZ24Hischn";"10.08.08";31;15;16;0;16;0
"1960";"Sal17";"Hplicg";"2008SZ25Hplicg";"09.08.08";48;24;24;14;10;0,583333333
"1961";"Sal25";"Halien";"2008SZ26Halien";"18.08.08";130;13;117;13;104;0,111111111
"1962";"Sal25";"Heryth";"2008SZ27Heryth";"19.08.08";90;16;74;0;74;0
"1963";"Sal14";"Hplicl";"2008SZ28Hplicl";"19.08.08";85;6;79;3;76;0,037974684
"1964";"Sal14";"Hplicl";"2008SZ29Hplicl";"12.08.08";212;36;176;21;155;0,119318182
"1965";"Sal25";"Halien";"2008SZ30Halien";"19.08.08";82;10;72;9;63;0,125
"1966";"Sal16";"Hnudip";"2008SZ31Hnudip";"18.08.08";98;12;86;1;85;0,011627907
"1967";"Sal17";"Hplicg";"2008SZ32Hplicg";"17.08.08";33;4;29;0;29;0
"1968";"Sal3";"Hischn";"2008SZ33Hischn";"14.08.08";26;0;26;0;26;0
"1969";"Sal3";"Hischn";"2008SZ34Hischn";"12.08.08";11;0;11;0;11;0
"1970";"Sal18";"Hleuco";"2008SZ35Hleuco";"18.08.08";34;1;33;0;33;0
"1971";"Sal14";"Hplicl";"2008SZ36Hplicl";"18.08.08";93;10;83;25;58;0,301204819
"1972";"Sal10";"Oviril";"200901A-JOviril";"08.06.09";39;3;36;23;13;0,638888889
"1973";"Sal13";"Eweiff";"200942A-42L1Eweiff";"25.11.09";114;6;108;51;57;0,472222222
"1974";"Sal13";"Eweiff";"200944A-45LEweiff";"30.11.09";178;2;176;127;49;0,721590909
"1975";"Sal18";"Hanoma";"2009SZ01Hanoma";"11.06.09";29;17;12;0;12;0
"1976";"Sal18";"Hleuco";"2009SZ02Hleuco";"11.06.09";78;27;51;0;51;0
"1977";"Sal18";"Hleuco";"2009SZ03Hleuco";"09.06.09";16;7;9;0;9;0
"1978";"Sal18";"Hanoma";"2009SZ04Hanoma";"09.06.09";40;16;24;0;24;0
"1979";"Sal18";"Hleuco";"2009SZ05Hleuco";"08.06.09";24;17;7;0;7;0
"1980";"Sal18";"Hanoma";"2009SZ06Hanoma";"08.06.09";48;29;19;4;15;0,210526316
"1981";"Sal18";"Hanoma";"2009SZ07Hanoma";"06.06.09";59;14;45;3;42;0,066666667
"1982";"Sal18";"Hleuco";"2009SZ08Hleuco";"06.06.09";66;19;47;1;46;0,021276596
"1983";"Sal2";"Hspira";"2009SZ09Hspira";"08.06.09";42;7;35;1;34;0,028571429
"1984";"Sal10";"Hpurpu";"2009SZ10Hpurpu";"08.06.09";94;7;87;4;83;0,045977011
"1985";"Sal9";"Hleuca";"2009SZ11Hleuca";"28.06.09";46;17;29;3;26;0,103448276
"1986";"Sal10";"Hpolit";"2009SZ12Hpolit";"29.06.09";8;0;8;0;8;0
"1987";"Sal9";"Hleuca";"2009SZ13Hleuca";"26.06.09";83;27;56;1;55;0,017857143
"1988";"Sal9";"Hpruss";"2009SZ14Hpruss";"27.06.09";63;25;38;0;38;0
"1989";"Sal31";"Hangli";"2009SZ15Hangli";"27.06.09";101;23;78;1;77;0,012820513
"1990";"Sal9";"Hpruss";"2009SZ16Hpruss";"28.06.09";58;13;45;4;41;0,088888889
"1991";"Sal9";"Hpruss";"2009SZ17Hpruss";"26.06.09";47;19;28;0;28;0
"1992";"Sal9";"Hpruss";"2009SZ18Hpruss";"29.06.09";54;11;43;1;42;0,023255814
"1993";"Sal31";"Hangli";"2009SZ19Hangli";"29.06.09";133;24;109;0;109;0
"1994";"Sal9";"Hleuca";"2009SZ20Hleuca";"27.06.09";164;67;97;6;91;0,06185567
"1995";"Sal9";"Hleuca";"2009SZ21Hleuca";"29.06.09";81;17;64;0;64;0
"1996";"Sal9";"Hpruss";"2009SZ22Hpruss";"12.07.09";69;38;31;0;31;0
"1997";"Sal9";"Hleuca";"2009SZ23Hleuca";"12.07.09";18;7;11;2;9;0,181818182
"1998";"Sal25";"Halien";"2009SZ24Halien";"12.07.09";67;42;25;4;21;0,16
"1999";"Sal25";"Heryth";"2009SZ25Heryth";"12.07.09";68;37;31;4;27;0,129032258
"2000";"Sal9";"Hpruss";"2009SZ28Hpruss";"27.08.09";67;29;38;0;38;0
"2001";"Sal9";"Hpruss";"2009SZ29Hpruss";"22.08.09";95;24;71;0;71;0
"2002";"Sal25";"Halien";"2009SZ30Halien";"26.08.09";38;27;11;0;11;0
"2003";"Sal25";"Heryth";"2009SZ31Heryth";"26.08.09";127;62;65;3;62;0,046153846
"2004";"Sal9";"Hleuca";"2010SZ01Hleuca";"20.06.10";69;34;35;2;33;0,057142857
"2005";"Sal9";"Hpruss";"2010SZ02Hpruss";"27.06.10";25;9;16;0;16;0
"2006";"Sal9";"Hpruss";"2010SZ03Hpruss";"25.06.10";30;14;16;3;13;0,1875
"2007";"Sal9";"Hleuca";"2010SZ04Hleuca";"25.06.10";49;31;18;6;12;0,333333333
"2008";"Sal9";"Hpruss";"2010SZ05Hpruss";"21.06.10";34;19;15;0;15;0
"2009";"Sal9";"Hleuca";"2010SZ06Hleuca";"25.06.10";72;49;23;0;23;0
"2010";"Sal31";"Hangli";"2010SZ07Hangli";"25.06.10";109;39;70;0;70;0
"2011";"Sal9";"Hleuca";"2010SZ08Hleuca";"27.06.10";21;11;10;1;9;0,1
"2012";"Sal31";"Hangli";"2010SZ09Hangli";"27.06.10";66;14;52;1;51;0,019230769
"2013";"Sal17";"Hplicg";"2010SZ20Hplicg";"05.08.10";14;6;8;1;7;0,125
"2014";"Sal17";"Hplicg";"2010SZ21Hplicg";"05.08.10";70;21;49;17;32;0,346938776
"2015";"Sal14";"Hacuti";"2010SZ22Hacuti";"05.08.10";23;7;16;3;13;0,1875
"2016";"Sal3";"Hischn";"2010SZ23Hischn";"04.08.10";73;31;42;1;41;0,023809524
"2017";"Sal14";"Hacuti";"2010SZ24Hacuti";"05.08.10";24;12;12;0;12;0
"2018";"Sal14";"Hplicl";"2010SZ25Hplicl";"07.08.10";212;76;136;6;130;0,044117647
"2019";"Sal14";"Hplicl";"2010SZ26Hplicl";"05.08.10";38;10;28;3;25;0,107142857
"2020";"Sal17";"Hplicg";"2010SZ27Hplicg";"04.08.10";101;26;75;37;38;0,493333333
"2021";"Sal17";"Hsglau";"2010SZ28Hsglau";"05.08.10";2;0;2;1;1;0,5
"2022";"Sal14";"Hplicl";"2010SZ29Hplicl";"05.08.10";17;1;16;3;13;0,1875
"2023";"Sal16";"Hnudip";"2010SZ30Hnudip";"07.08.10";124;21;103;13;90;0,126213592
"2024";"Sal17";"Hsglau";"2010SZ31Hsglau";"12.08.10";40;8;32;0;32;0
"2025";"Sal17";"Hsglau";"2010SZ32Hsglau";"07.08.10";45;17;28;4;24;0,142857143
"2026";"Sal17";"Hplicg";"2010SZ33Hplicg";"07.08.10";81;22;59;5;54;0,084745763
"2027";"Sal3";"Hischn";"2010SZ34Hischn";"07.08.10";19;7;12;0;12;0
"2028";"Sal17";"Hplicg";"2010SZ36Hplicg";"05.08.10";50;17;33;11;22;0,333333333
"2029";"Sal17";"Hplicg";"2010SZ37Hplicg";"11.08.10";62;34;28;1;27;0,035714286
"2030";"Sal27";"Hslana";"2010SZ38Hslana";"11.08.10";22;12;10;0;10;0
"2031";"Sal17";"Hplicg";"2010SZ39Hplicg";"12.08.10";51;15;36;7;29;0,194444444
"2032";"Sal14";"Hplicl";"2010SZ40Hplicl";"11.08.10";116;50;66;0;66;0
"2033";"Sal14";"Hplicl";"2010SZ41Hplicl";"15.08.10";54;3;51;11;40;0,215686275
"2034";"Sal14";"Hacuti";"2010SZ42Hacuti";"04.08.10";14;4;10;1;9;0,1
"2035";"Sal18";"Hleuco";"2010SZ43Hleuco";"07.08.10";16;6;10;0;10;0
"2036";"Sal16";"Hnudip";"2010SZ44Hnudip";"09.08.10";111;27;84;6;78;0,071428571
"2037";"Sal14";"Hplicl";"2010SZ45Hplicl";"12.08.10";82;34;48;1;47;0,020833333
"2038";"Sal3";"Hischn";"2010SZ46Hischn";"10.08.10";37;20;17;0;17;0
"2039";"Sal25";"Halien";"2010SZ47Halien";"12.08.10";29;16;13;0;13;0
"2040";"Sal17";"Hplicg";"2010SZ48Hplicg";"15.08.10";43;9;34;0;34;0
